Vert large test graph
1000
379	467	4853
26	11	413
756	953	3141
163	128	9584
455	478	9907
592	931	5453
855	40	1984
67	586	7309
597	450	4505
526	398	2312
913	714	322
524	201	8283
300	396	5370
871	356	9947
282	668	4505
177	932	651
804	695	8221
331	598	693
415	703	7406
858	199	5642
208	550	8222
279	129	6139
682	222	4294
109	269	4997
220	921	2535
752	323	3001
307	566	9671
580	221	8219
774	721	5114
879	598	6585
406	189	9444
121	623	8581
16	509	6708
790	524	3951
640	669	2535
888	903	4709
773	39	4541
12	738	8138
75	416	4805
766	114	2404
635	635	3561
571	825	7350
935	978	9115
278	771	9100
101	240	1083
622	130	8262
415	575	9119
12	389	561
13	590	4008
633	879	2374
795	288	8113
440	981	15
806	580	7343
644	428	360
738	924	1273
538	816	5083
602	249	511
802	516	5535
700	134	9253
937	423	4134
864	489	3444
585	247	8168
97	575	9856
290	549	704
854	44	3416
913	747	8360
265	567	4205
310	617	245
854	968	4871
34	124	2905
997	913	1497
376	690	2994
735	639	2888
713	973	9387
683	58	5946
860	320	4803
403	634	2396
802	23	975
980	334	1895
560	769	4593
813	607	1025
736	485	1693
996	228	1851
571	762	4249
374	959	3993
772	249	5932
97	417	6922
279	715	9047
577	412	1637
99	5	5952
474	479	5571
928	197	6129
609	510	2754
544	121	2582
332	655	5956
843	973	545
313	35	9611
138	621	8097
138	511	8327
686	533	4471
175	539	7621
221	142	8040
978	245	9098
573	942	7905
816	438	6018
994	319	1568
955	221	1712
583	668	606
394	265	8215
454	893	9053
784	820	4339
922	401	2431
904	564	4340
450	946	5355
779	612	7383
769	819	6917
639	822	734
510	820	7246
765	163	7572
226	939	1736
69	684	9788
623	724	3108
608	595	2117
614	52	413
717	977	7529
961	848	831
50	703	6640
728	586	5092
498	79	8881
498	617	7112
340	733	5406
350	21	7596
448	496	5934
437	658	2850
923	498	3239
810	866	7410
118	566	4056
219	982	3631
613	889	7558
285	556	2232
280	620	5883
885	29	5132
652	128	441
40	236	1040
772	770	2093
596	382	7850
915	38	9590
517	835	878
906	488	1830
262	580	3605
302	437	1354
485	465	2715
449	956	2216
503	156	8073
158	844	5894
426	548	652
383	304	5989
606	665	784
337	634	6649
315	629	642
857	195	938
157	604	4525
559	907	538
944	282	2752
490	864	9531
806	456	3232
655	527	7959
689	223	2038
560	794	3616
691	842	1230
589	638	5400
230	965	7223
706	95	5709
788	353	403
511	617	5546
832	671	8958
191	114	9666
540	888	1243
788	152	5086
739	50	3179
414	725	1222
645	144	5174
297	447	9461
958	44	4042
851	515	995
220	0	881
26	265	5196
690	558	6568
631	229	5906
594	552	8707
797	872	6439
269	84	3287
459	954	2746
907	933	1901
360	485	9992
535	913	4855
916	776	8581
685	729	1006
705	879	9233
10	502	9078
774	250	5026
581	922	2307
260	224	1102
95	59	9866
54	570	3955
635	320	1087
107	723	4399
832	459	5139
891	893	6642
568	917	4454
701	875	3350
833	960	7219
504	138	4307
55	913	1418
413	357	8268
532	738	7053
527	247	9951
302	317	6771
884	483	387
68	483	3738
134	117	5889
780	669	3335
294	365	9276
34	947	9700
114	168	5379
632	72	7708
435	970	2962
378	416	1714
759	130	7033
687	55	394
943	407	5207
620	542	6267
339	805	3240
293	643	2672
442	328	472
801	573	4729
339	376	5547
361	526	810
43	268	7170
626	580	3419
391	323	7668
463	648	8335
553	514	3062
71	24	5293
25	290	2132
644	141	3912
749	895	735
834	734	515
546	332	7232
501	464	1922
716	805	184
317	718	1586
501	38	7437
280	523	4196
986	288	2158
223	864	5147
247	108	8269
8	166	295
329	92	9024
118	265	9324
903	271	5373
671	779	856
563	556	3464
519	128	2343
164	986	523
952	536	9807
31	940	1892
73	98	8222
406	685	3405
851	583	2345
550	959	1653
506	484	9758
274	765	9843
261	597	7237
996	851	9713
138	303	6160
592	589	3287
781	980	181
219	366	3437
503	801	2995
895	217	5663
793	733	5070
203	986	6115
894	82	7018
577	808	6860
838	948	672
255	529	5513
31	601	9223
93	252	9572
990	236	8015
428	400	3203
280	337	604
394	485	9054
897	892	2109
534	295	339
597	601	5901
394	421	1360
217	765	5605
519	958	7841
701	857	3198
120	658	8783
564	47	8097
773	167	8224
808	368	8789
268	648	301
837	929	6030
148	784	600
965	532	1280
98	114	3379
20	166	5604
412	253	2100
207	959	7678
51	937	6722
872	666	9820
169	585	3659
949	766	9668
255	301	8962
368	905	2270
654	935	7363
892	733	1794
750	494	1958
95	69	2582
404	923	3147
233	287	8349
938	997	7327
921	748	2238
102	367	7956
